Company,"PNP ID","Approved on Date"
"Starflight Electronics",STF,05/23/1997
"Stargate Technology",SGT,11/29/1996
StarLeaf,SLF,2010/01/11
"Starlight Networks Inc",STR,11/29/1996
"Starwin Inc.",STW,04/24/2001
Static,SWS,05/16/1999
"STB Systems Inc",STB,11/29/1996
"STD Computer Inc",STD,11/29/1996
"StereoGraphics Corp.",STG,2001/02/10
ST-Ericsson,STX,2011/09/12
STMicroelectronics,SMO,06/14/2007
"Stollmann E+V GmbH",STO,03/27/1997
"Stores Automated Systems Inc",SAS,03/19/1997
"Storm Technology",EZP,10/17/1996
"StreamPlay Ltd",STP,2009/04/02
"Stryker Communications",SYK,2005/10/10
"Subspace Comm. Inc",SUB,11/29/1996
"Sumitomo Metal Industries, Ltd.",SML,09/13/1999
"Summagraphics Corporation",SUM,11/29/1996
"Sun Corporation",SCE,11/29/1996
"Sun Electronics Corporation",SUN,11/29/1996
"Sun Microsystems",SVI,01/13/2003
"SUNNY ELEKTRONIK",SNN,11/14/2014
"SunRiver Data System",SDS,11/29/1996
"Super Gate Technology Company Ltd",SGL,12/30/1997
"SuperNet Inc",SNT,04/23/1998
"Supra Corporation",SUP,11/29/1996
"Surenam Computer Corporation",SUR,11/29/1996
"Surf Communication Solutions Ltd",SRF,03/23/1998
"SVD Computer",SVD,04/14/1998
SVSI,SVS,2008/09/08
"SY Electronics Ltd",SYE,09/20/2010
"Sylvania Computer Products",SYL,1998/12/06
"Symbios Logic Inc",SLI,11/29/1996
"Symbol Technologies",ISA,1997/02/06
"Symicron Computer Communications Ltd.",SYM,11/29/1996
"Synaptics Inc",SYN,11/29/1996
"Synopsys Inc",SPS,11/29/1996
Syntax-Brillian,SXB,2006/08/05
"SYPRO Co Ltd",SYP,11/27/1998
"Sysgration Ltd",SYS,04/28/1997
"Syslogic Datentechnik AG",SLC,01/20/1999
"Sysmate Company",SME,1997/02/09
"Sysmate Corporation",SIC,1997/05/05
Sysmic,SYC,11/29/1996
"Systec Computer GmbH",SGZ,1997/02/10
"System Craft",SCI,11/29/1996
"system elektronik GmbH",SEB,04/19/2000
"Systeme Lauer GmbH&Co KG",SLA,03/20/1999
"Systems Enhancement",UPS,11/29/1996
"SystemSoft Corporation",SST,11/29/1996
"Systran Corporation",SCR,11/29/1996
"SYVAX Inc",SYV,11/29/1996
"T+A elektroakustik GmbH",TUA,2011/05/01
"Taicom Data Systems Co., Ltd.",TCD,2001/08/10
"Taicom International Inc",TMR,11/29/1996
"Taiko Electric Works.LTD",TKC,03/15/2001
"Taiwan Video & Monitor Corporation",TVM,11/29/1996
"Takahata Electronics Co.,Ltd.",KTD,07/22/2009
"Tamura Seisakusyo Ltd",TAM,07/17/1997
Tandberg,TAA,10/21/2003
"Tandberg Data Display AS",TDD,11/29/1996
"Tandem Computer Europe Inc",TDM,11/29/1996
"Tandon Corporation",TCC,11/29/1996
"Tandy Electronics",TDY,11/29/1996
"Taskit Rechnertechnik GmbH",TAS,12/15/1997
"Tatung Company of America Inc",TCS,11/29/1996
"Tatung UK Ltd",VIB,07/16/1999
"Taugagreining hf",NRV,11/29/1996
"Taxan (Europe) Ltd",TAX,03/13/1997
"TDK USA Corporation",PMD,11/29/1996
TDT,TDT,11/29/1996
"TDVision Systems, Inc.",TDV,01/18/2008
"TEAC System Corporation",TEA,11/29/1996
"TEC CORPORATION",CET,07/16/1998
"TEAC America Inc",TCJ,11/29/1996
"Tech Source Inc.",TEZ,08/14/2013
"Techmedia Computer Systems Corporation",TMC,1998/10/02
"Technical Concepts Ltd",TCL,11/29/1996
"Technical Illusions Inc.",TIL,02/14/2014
"TechniSat Digital GmbH",TSD,07/14/2005
"Technology Nexus Secure Open Systems AB",NXS,1998/08/05
"Technology Power Enterprises Inc",TPE,11/29/1996
"TechnoTrend Systemtechnik GmbH",TTS,11/29/1996
"Tecmar Inc",TEC,11/29/1996
"Tecnetics (PTY) Ltd",TCN,11/29/1996
"TECNIMAGEN SA",TNM,2005/02/05
Tecnovision,TVD,03/13/2006
"Tectona SoftSolutions (P) Ltd.,",RXT,2004/02/06
"Teknor Microsystem Inc",TKN,11/29/1996
"Tekram Technology Company Ltd",TRM,11/29/1996
"Tektronix Inc",TEK,05/16/1999
"TEKWorx Limited",TWX,12/24/2009
"Telecom Technology Centre Co. Ltd.",TCT,07/16/1999
"Telecommunications Techniques Corporation",TTC,11/29/1996
"Teleforce.,co,ltd",TLF,11/19/2012
"Teleliaison Inc",TAT,04/29/1997
"Telelink AG",TLK,1998/01/09
"Teleprocessing Systeme GmbH",TPS,01/24/1997
"Teles AG",TAG,11/29/1996
"Teleste Educational OY",TLS,11/29/1996
"TeleVideo Systems",TSI,11/29/1996
"Telia ProSoft AB",PFT,09/13/1999
Telindus,TLD,11/29/1996
"Telxon Corporation",TLX,11/29/1996
"Tennyson Tech Pty Ltd",TNY,11/29/1996
Teradici,TDC,2007/11/10
"TerraTec Electronic GmbH",TER,03/21/1997
"Texas Insturments",TXN,11/29/1996
"Texas Microsystem",TMI,11/29/1996
"Textron Defense System",TXT,11/29/1996
"The Concept Keyboard Company Ltd",CKC,1997/02/06
"The Linux Foundation",LNX,2014/04/04
"The Moving Pixel Company",PXL,11/24/2003
"The NTI Group",ITN,11/29/1996
"The OPEN Group",TOG,09/13/1999
"The Panda Project",PAN,11/29/1996
"The Phoenix Research Group Inc",PRG,09/19/1997
"The Software Group Ltd",TSG,11/29/1996
"Thermotrex Corporation",TMX,11/29/1996
Thinklogical,TLL,2015/01/06
"Thomas-Conrad Corporation",TCO,11/29/1996
"Thomson Consumer Electronics",TCR,08/20/1998
"Thruput Ltd",TPT,06/16/2010
"Thundercom Holdings Sdn. Bhd.",THN,03/21/1997
"Tidewater Association",TWA,11/29/1996
"Time Management, Inc.",TMM,03/20/1999
"TimeKeeping Systems, Inc.",TKS,08/31/1998
"Times (Shanghai) Computer Co., Ltd.",TPD,2013/12/12
"TIPTEL AG",TIP,02/24/1998
"Tixi.Com GmbH",TIX,10/16/1998
"T-Metrics Inc.",TMT,02/21/2000
"TNC Industrial Company Ltd",TNC,02/27/1998
"Todos Data System AB",TAB,08/20/1997
"TOEI Electronics Co., Ltd.",TOE,2001/02/10
TONNA,TON,03/14/2012
"Top Victory Electronics ( Fujian ) Company Ltd",TPV,05/16/1999
"TOPRE CORPORATION",TPK,02/13/2009
"Topro Technology Inc",TPR,1998/08/05
"Topson Technology Co., Ltd.",TTA,09/23/1998
"TORNADO Company",SFM,04/15/1997
"Torus Systems Ltd",TGS,11/29/1996
"Torus Systems Ltd",TRS,11/29/1996
"Toshiba America Info Systems Inc",TAI,11/29/1996
"Toshiba America Info Systems Inc",TSB,11/29/1996
"Toshiba Corporation",TOS,11/29/1996
"Toshiba Corporation",TTP,2015/07/07
"Toshiba Global Commerce Solutions, Inc.",TGC,06/26/2012
"Toshiba Matsushita Display Technology Co., Ltd",LCD,05/24/2000
"TOSHIBA PERSONAL COMPUTER SYSTEM CORPRATION",PCS,06/22/2010
"TOSHIBA TELI CORPORATION",TLI,01/18/2008
"Totoku Electric Company Ltd",TTK,11/29/1996
"Tottori Sanyo Electric",TSE,11/29/1996
"Tottori SANYO Electric Co., Ltd.",TSL,2001/06/11
"Touch Panel Systems Corporation",TPC,1997/02/09
"TouchKo, Inc.",TKO,2006/12/01
"Touchstone Technology",TOU,2001/07/05
TouchSystems,TSY,01/18/2008
"TOWITOKO electronics GmbH",TWK,04/14/1998
"Transtex SA",CSB,03/15/2001
"Transtream Inc",TST,04/29/1997
TRANSVIDEO,TSV,2010/04/05
Tremetrics,TRE,04/24/1997
"Tremon Enterprises Company Ltd",RDM,11/29/1996
"Trenton Terminals Inc",TTI,11/29/1996
"Trex Enterprises",TRX,02/21/2000
"Tribe Computer Works Inc",OZO,11/29/1996
"Tricord Systems",TRI,11/29/1996
"Tri-Data Systems Inc",TDS,11/29/1996
"TRIDELITY Display Solutions GmbH",TTY,07/19/2010
"Trident Microsystem Inc",TRD,11/29/1996
"Trident Microsystems Ltd",TMS,07/15/2002
"TriGem Computer Inc",TGI,11/29/1996
"TriGem Computer,Inc.",TGM,2001/05/07
"Trigem KinfoComm",TIC,02/26/2003
"Trioc AB",TRC,01/13/2000
"Triple S Engineering Inc",TBB,09/26/1997
"Tritec Electronic AG",TRT,2012/11/01
"TriTech Microelectronics International",TRA,01/24/1997
"Triumph Board a.s.",TRB,09/27/2013
"Trivisio Prototyping GmbH",TRV,11/18/2011
"Trixel Ltd",TXL,2000/10/08
"Trtheim Technology",MKV,03/17/1997
Truevision,TVI,11/29/1996
"TTE, Inc.",TTE,01/18/2005
"Tulip Computers Int'l B.V.",TCI,11/29/1996
"Turbo Communication, Inc",TBC,1998/01/09
"Turtle Beach System",TBS,11/29/1996
"Tut Systems",TUT,08/19/1997
"TV Interactive Corporation",TVR,11/29/1996
"TV One Ltd",TVO,2008/02/09
"TV1 GmbH",TVV,2012/06/02
"TVS Electronics Limited",TVS,05/20/2008
"Twinhead International Corporation",TWH,11/29/1996
"Tyan Computer Corporation",TYN,11/29/1996
"U. S. Electronics Inc.",USE,10/28/2013
"U.S. Naval Research Lab",NRL,11/29/1996
"U.S. Navy",TSP,10/17/2002
"U.S. Digital Corporation",USD,11/29/1996
"U.S. Robotics Inc",USR,11/29/1996
"Ubinetics Ltd.",UBL,05/23/2002
"Ueda Japan Radio Co., Ltd.",UJR,2003/09/07
"UFO Systems Inc",UFO,11/29/1996
"Ultima Associates Pte Ltd",UAS,1997/02/01
"Ultima Electronics Corporation",UEC,1998/01/09
"Ultra Network Tech",ULT,11/29/1996
"Umezawa Giken Co.,Ltd",UMG,2008/10/04
"Ungermann-Bass Inc",UBI,11/29/1996
Unicate,UNY,07/21/1998
"Uniden Corporation",UDN,10/18/2004
"Uniform Industrial Corporation",UIC,11/29/1996
"Uniform Industry Corp.",UNI,2001/06/11
UNIGRAF-USA,UFG,2008/09/10
"Unisys Corporation",UNB,11/29/1996
"Unisys Corporation",UNC,11/29/1996
"Unisys Corporation",UNM,11/29/1996
"Unisys Corporation",UNO,11/29/1996
"Unisys Corporation",UNS,11/29/1996
"Unisys Corporation",UNT,11/29/1996
"Unisys DSD",UNA,11/29/1996
"Uni-Take Int'l Inc.",WKH,06/17/2002
"United Microelectr Corporation",UMC,11/29/1996
Unitop,UNP,2001/06/11
"Universal Electronics Inc",UEI,08/20/1997
"Universal Empowering Technologies",UET,09/26/1997
"Universal Multimedia",UMM,2001/08/10
"Universal Scientific Industrial Co., Ltd.",USI,2003/04/11
"University College",JGD,11/29/1996
"Uniwill Computer Corp.",UWC,04/16/2004
"Up to Date Tech",UTD,11/29/1996
UPPI,UPP,04/14/1998
"Ups Manufactoring s.r.l.",RUP,03/15/2001
"USC Information Sciences Institute",ASD,1997/08/04
"Utimaco Safeware AG",USA,1998/04/05
"Vaddio, LLC",VAD,11/30/2012
Vadem,VDM,11/29/1996
"VAIO Corporation",VAI,04/18/2014
"Valence Computing Corporation",VAL,11/29/1996
"Valley Board Ltda",VBT,03/15/2001
"ValleyBoard Ltda.",VLB,1998/05/04
"Valve Corporation",VLV,2013/06/03
"VanErum Group",ITI,2013/01/10
"Varian Australia Pty Ltd",VAR,04/19/2000
"VATIV Technologies",VTV,2006/12/04
"VBrick Systems Inc.",VBR,08/19/2009
VCONEX,VCX,06/15/2005
"VDC Display Systems",VDC,04/29/2009
"Vector Informatik GmbH",VEC,1997/10/09
"Vector Magnetics, LLC",VCM,2006/12/04
Vektrex,VEK,12/13/1996
"VeriFone Inc",VFI,05/29/1998
"Vermont Microsystems",VMI,11/29/1996
"Vestax Corporation",VTX,02/14/2012
"Vestel Elektronik Sanayi ve Ticaret A. S.",VES,09/19/1997
"Via Mons Ltd.",VIM,08/29/2012
"VIA Tech Inc",VIA,11/29/1996
"Victor Company of Japan, Limited",VCJ,2009/06/02
"Victor Data Systems",VDA,05/24/2000
"Victron B.V.",VIC,11/29/1996
"Video & Display Oriented Corporation",VDO,11/29/1996
"Video Computer S.p.A.",URD,02/24/1998
"Video International Inc.",JWD,02/21/2000
"Video Products Inc",VPI,2010/04/05
"VideoLan Technologies",VLT,10/17/1997
VideoServer,VSI,06/25/1997
"Videotechnik Breithaupt",VTB,07/23/2013
"VIDEOTRON CORP.",VTN,2010/04/05
"Vidisys GmbH & Company",VDS,11/29/1996
"Viditec, Inc.",VDT,1999/08/11
"ViewSonic Corporation",VSC,11/29/1996
"Viewteck Co., Ltd.",VTK,2001/08/10
"Viking Connectors",VIK,11/29/1996
"Vinca Corporation",VNC,11/29/1996
"Vinci Labs",NHT,2006/03/03
"Vine Micros Limited",VML,06/16/2004
"Vine Micros Ltd",VIN,04/19/2000
"Virtual Computer Corporation",VCC,11/29/1996
"Virtual Resources Corporation",VRC,11/29/1996
"Vision Quest",VQ@,10/26/2009
"Vision Systems GmbH",VSP,11/29/1996
Visioneer,VIS,11/29/1996
"Visitech AS",VIT,2006/05/09
"Vislink International Ltd",VLK,08/27/2012
"VistaCom Inc",VCI,11/29/1996
"Visual Interface, Inc",VIR,11/27/1998
"Vivid Technology Pte Ltd",VTL,11/29/1996
"VIZIO, Inc",VIZ,2012/06/06
"VLSI Tech Inc",VTI,11/29/1996
"VMware Inc.,",VMW,10/18/2011
"Voice Technologies Group Inc",VTG,04/24/1997
"Vortex Computersysteme GmbH",GDT,11/29/1996
"VPixx Technologies Inc.",VPX,2013/05/12
"VRmagic Holding AG",VRM,2013/12/04
"V-Star Electronics Inc.",VSR,02/21/2000
"VTech Computers Ltd",VTS,11/29/1996
"VTel Corporation",VTC,11/29/1996
"Vutrix (UK) Ltd",VUT,07/22/2003
"Vweb Corp.",VWB,2004/12/03
"Wacom Tech",WAC,11/29/1996
"Wallis Hamilton Industries",JPW,07/16/1999
"Wanlida Group Co., Ltd.",MLT,04/24/2014
"Wave Access",WAL,12/13/1996
"Wave Systems",AWS,11/29/1996
"Wave Systems Corporation",WVM,1997/05/12
Wavephore,WAV,11/29/1996
"Way2Call Communications",SEL,03/20/1997
"WB Systemtechnik GmbH",WBS,1997/08/09
W-DEV,WEL,2010/01/11
"Wearnes Peripherals International (Pte) Ltd",WPI,03/31/1998
"Wearnes Thakral Pte",WTK,11/29/1996
"WebGear Inc",WEB,01/30/1998
"Westermo Teleindustri AB",WMO,01/13/2000
"Western Digital",WDC,11/29/1996
"Westinghouse Digital Electronics",WDE,05/23/2003
"WEY Design AG",WEY,10/18/2004
"Whistle Communications",WHI,10/24/1998
"Wildfire Communications Inc",WLD,02/13/1997
"WillNet Inc.",WNI,04/19/2000
"Winbond Electronics Corporation",WEC,11/29/1996
"Wincor Nixdorf International GmbH",WNX,09/20/2004
"Winmate Communication Inc",WMT,03/15/2001
"Winnov L.P.",WNV,1997/07/03
"WiNRADiO Communications",WRC,1997/11/09
"Wintop Technology Inc",WIN,12/29/1996
"Wipotec Wiege- und Positioniersysteme GmbH",WWP,2014/08/04
"WIPRO Information Technology Ltd",WIL,11/29/1996
"Wipro Infotech",WIP,2004/09/01
"Wireless And Smart Products Inc.",WSP,03/20/1999
"Wisecom Inc",WCI,11/29/1996
"Wistron Corporation",WST,2010/03/09
"Wolfson Microelectronics Ltd",WML,07/30/1997
"WolfVision GmbH",WVV,09/18/2012
"Woodwind Communications Systems Inc",WCS,11/29/1996
"Wooyoung Image & Information Co.,Ltd.",WYT,01/18/2008
"WorkStation Tech",WTI,11/29/1996
"World Wide Video, Inc.",WWV,10/24/1998
"Woxter Technology Co. Ltd",WXT,2010/03/09
"X-10 (USA) Inc",XTN,02/24/1997
"X2E GmbH",XTE,09/23/2009
"XAC Automation Corp",XAC,02/22/1999
"XDM Ltd.",XDM,11/22/2010
"Xedia Corporation",MAD,11/29/1996
"Xilinx, Inc.",XLX,2007/01/08
"Xinex Networks Inc",XIN,1997/07/02
"Xiotech Corporation",XIO,05/29/1998
"Xircom Inc",XRC,11/29/1996
"Xitel Pty ltd",XIT,11/29/1996
"Xirocm Inc",XIR,11/29/1996
"XN Technologies, Inc.",XNT,07/14/2003
XOCECO,UHB,11/27/1998
"XORO ELECTRONICS (CHENGDU) LIMITED",XRO,05/23/2005
"XS Technologies Inc",XST,01/20/1998
"Xscreen AS",XSN,02/14/2006
XSYS,XSY,04/23/1998
"Yamaha Corporation",YMH,11/29/1996
"Xycotec Computer GmbH",XYC,2002/03/09
"Yasuhiko Shirai Melco Inc",BUF,11/29/1996
"Y-E Data Inc",YED,11/29/1996
"Yokogawa Electric Corporation",YHQ,11/29/1996
"Ypoaz Systems Inc",TPZ,11/29/1996
"Z Microsystems",ZMZ,2005/10/08
"Z3 Technology",ZTT,12/14/2010
"Zalman Tech Co., Ltd.",ZMT,2007/07/05
"Zandar Technologies plc",ZAN,2003/03/12
"Zazzle Technologies",ZAZ,01/18/2008
"Zebra Technologies International, LLC",ZBR,09/15/2003
"Zefiro Acoustics",ZAX,11/29/1996
"ZeitControl cardsystems GmbH",ZCT,01/20/1999
"ZENIC Inc.",ZEN,04/17/2015
"Zenith Data Systems",ZDS,11/29/1996
"Zenith Data Systems",ZGT,11/29/1996
"Zenith Data Systems",ZSE,11/29/1996
"Zetinet Inc",ZNI,11/29/1996
"Zhejiang Tianle Digital Electric Co., Ltd.",TLE,01/17/2014
"Zhong Shan City Richsound Electronic Industrial Ltd.",RSR,01/27/2015
"Znyx Adv. Systems",ZNX,11/29/1996
"Zoom Telephonics Inc",ZTI,11/29/1996
"Zoran Corporation",ZRN,03/31/2005
"Zowie Intertainment, Inc",ZOW,02/22/1999
"ZT Group Int'l Inc.",ZTM,06/14/2007
"ZTE Corporation",ZTE,2010/03/09
"Zuniq Data Corporation",SIX,11/29/1996
"Zydacron Inc",ZYD,1997/10/04
"ZyDAS Technology Corporation",ZTC,05/24/2000
"Zypcom Inc",ZYP,03/19/1997
"Zytex Computers",ZYT,11/29/1996
"Zytor Communications",HPA,2010/02/07
"Alpha Electronics Company",AEJ,11/29/1996
BOE,BOE,2004/02/12
"Chaplet Systems Inc",FIR,11/29/1996
"Chenming Mold Ind. Corp.",CMG,11/14/2003
"coolux GmbH",COO,09/30/2010
"Data General Corporation",DGC,11/29/1996
Exabyte,EXA,11/29/1996
"Herolab GmbH",HRL,03/17/1998
"Hitachi Computer Products Inc",HCP,11/29/1996
"Integrated Circuit Systems",ICS,11/29/1996
Irdata,IRD,04/24/2001
"Jewell Instruments, LLC",JWL,06/21/2001
"MultiQ Products AB",MQP,03/20/1999
"Ncast Corporation",NAC,02/14/2006
"ODME Inc.",ODM,09/23/1998
Photomatrix,PMX,11/29/1996
"Quantum Solutions, Inc.",QSI,01/13/2000
"Red Hat, Inc.",RHT,02/17/2011
Zyxel,ZYX,11/29/1996
"Carrera Computer Inc",JAZ,1994/01/01
"Chunghwa Picture Tubes, LTD",CGA,1994/01/01
"eMicro Corporation",EMC,1994/01/01
"Hisense Electric Co., Ltd.",HEC,1994/01/01
PanaScope,PNS,1994/01/01
"SpinCore Technologies, Inc",SPC,1994/01/01
"Sensics, Inc.",SVR,08/27/2015
"IAdea Corporation",IAD,2015/10/09
"Express Industrial, Ltd.",ELU,2015/10/09
"Hewlett Packard Enterprise",HPE,09/22/2015
"Klipsch Group, Inc",KGI,09/22/2015
"Tek Gear",TKG,10/16/2015
"HangZhou ZMCHIVIN",ZMC,10/16/2015
"HTC Corportation",HVR,10/16/2015
"Zebax Technologies",ZBX,10/16/2015
"Guangzhou Shirui Electronics Co., Ltd.",SWO,10/16/2015
"Picturall Ltd.",PIC,11/13/2015
"Guangzhou Teclast Information Technology Limited",SKM,11/18/2015
"GreenArrays, Inc.",GAC,11/18/2015
"Thales Avionics",TAV,11/18/2015
"Explorer Inc.",EXR,11/18/2015
"Avegant Corporation",AVG,2015/02/12
"MicroImage Video Systems",MIV,2015/08/12
"ASUSTek COMPUTER INC",AUS,12/21/2015
"Synthetel Corporation",STQ,12/21/2015
"HP Inc.",HPN,12/21/2015
"MicroTechnica Co.,Ltd.",MTJ,2016/04/01
"Gechic Corporation",GEC,2016/04/01
"MPL AG, Elektronik-Unternehmen",MEU,01/15/2016
"Display Solution AG",DSA,2016/03/02
"UEFI Forum",PRP,2016/03/02
"Taitex Corporation",TTX,2016/03/02
"EchoStar Corporation",ECH,02/26/2016
"TCL Corporation",TOL,03/30/2016
"ADDER TECHNOLOGY LTD",ADZ,03/30/2016
"HKC OVERSEAS LIMITED",HKC,03/30/2016
"KEYENCE CORPORATION",KYN,03/30/2016
"TETRADYNE CO., LTD.",TET,04/27/2016
"Abaco Systems, Inc.",ABS,04/27/2016
"Meta Company",MVN,05/25/2016
"Eizo Rugged Solutions",ERS,05/25/2016
"VersaLogic Corporation",VLC,05/25/2016
"CYPRESS SEMICONDUCTOR CORPORATION",CYP,05/25/2016
"MILDEF AB",MDF,06/23/2016
"FOVE INC",FOV,2016/01/07
INNES,NES,2016/01/07
"Hoffmann + Krippner GmbH",HUK,2016/01/07
"Axell Corporation",AXE,2016/03/08
UltiMachine,UMT,2016/11/08
"TPK Holding Co., Ltd",KPT,08/16/2016
"AAEON Technology Inc.",AAN,2016/01/09
"Six15 Technologies",TDG,09/14/2016
"Inlife-Handnet Co., Ltd.",IVR,01/19/2017
"VR Technology Holdings Limited",DSJ,01/19/2017
"Pimax Tech. CO., LTD",PVR,2017/07/02
"Total Vision LTD",TVL,2017/07/02
"Shanghai Lexiang Technology Limited",DPN,2017/07/02
"Black Box Corporation",BBX,02/28/2017
"TRAPEZE GROUP",TRP,02/28/2017
"Pabian Embedded Systems",PMS,02/28/2017
"Televic Conference",TCF,02/28/2017
"Shanghai Chai Ming Huang Info&Tech Co, Ltd",HYL,02/28/2017
"Techlogix Networx",TLN,02/28/2017
"G2TOUCH KOREA",GGT,05/25/2017
"MediCapture, Inc.",MVR,05/25/2017
"HOYA Corporation PENTAX Lifecare Division",PNT,05/25/2017
"christmann informationstechnik + medien GmbH & Co. KG",CHR,05/25/2017
Tencent,TEN,06/20/2017
"VRstudios, Inc.",VRS,06/22/2017
"Extreme Engineering Solutions, Inc.",XES,06/22/2017
NewTek,NTK,06/22/2017
"BlueBox Video Limited",BBV,06/22/2017
"Televés, S.A.",TEV,06/22/2017
"Avatron Software Inc.",AVS,08/23/2017
"Positivo Tecnologia S.A.",POS,2017/01/09
"VRgineers, Inc.",VRG,2017/07/09
"Noritake Itron Corporation",NRI,11/13/2017
"Matrix Orbital Corporation",MOC,11/13/2017
